mtime,AB,AM,AO,AU,BT,BY,CV,D,EH,EX,F,FT,FZ,GI,GT,HK,HT,HY,IK,JT,K,KN,KR,KT,LM,LP,MP,NR,NV,PU,RS,ST,TW,U,WX
2021-11-01T07:35,7727211,8222890,7145672,7055437,7799069,8142659,8043431,8006020,7204843,6048050,7530758,6800904,6808406,6989204,7178007,4944231,9060848,6351933,5807920,8639064,8759766,5479355,8641734,7140127,10200761,8284329,6236011,7313088,5403580,7290752,6839330,6535084,5790044,6284261,6870716
2021-11-01T07:40,6482291,4510277,6343456,8012008,8529650,6377151,8156383,7276967,6137060,7969275,7234299,6501845,6888528,7597353,8813773,7074930,7770246,7956827,8143702,6663040,8187949,6466899,7160927,8151718,5359628,7761463,6904094,7439081,6494121,5293934,10323578,7308754,9400434,6024545,8888067
2021-11-01T07:45,6442949,5360073,6577029,5711041,5863589,9083016,6451678,5851883,10283021,9383109,7913311,8322657,6560818,7525854,7412007,7955185,6599980,6629582,10156995,6934889,7637140,5845743,8838413,5841357,7364174,7719636,8643714,7315296,8453325,7153831,9222617,7444591,7487714,6509363,6867973
2021-11-01T07:50,8333047,8505027,6466452,6259288,8371114,7340975,8505591,6997059,7877847,5929697,7339707,7794178,7053423,8251997,6326389,7991224,6522305,9595917,7971069,8431284,7350622,7948071,7486827,7344594,8005323,6842221,8354850,8266724,9233732,9354053,6768052,7880774,10014085,6096010,8850939
2021-11-01T07:55,6894327,8600713,8685815,7581633,8796907,6857771,6106405,8154244,9042925,6885284,7288443,6450207,7947444,8816183,7008978,7049319,8009769,8723101,6886769,8978164,6432635,8167118,5956913,6596214,7115074,7117378,8028703,8327736,7935328,7119807,9535978,5870524,8189487,8156003,7363448
2021-11-01T08:00,7442129,9236969,7830160,7318034,8483719,8080986,8894460,7313735,7680242,5487835,7719323,7696179,7208167,5980912,7996467,6280877,6457190,6444133,7924242,7484600,7034997,7332797,7420707,6340945,7831983,9005835,7295286,6519744,5809412,7016309,6407251,8694646,5841992,6117850,6270710
2021-11-01T08:05,8743846,7755006,6924208,9095076,7412766,7683554,9779122,8367223,6992162,5236064,6454745,6276040,8065893,5879518,7955069,6546544,8469987,8445537,6082642,8518923,5520048,7377652,7214645,5567161,9422442,5782205,6348452,7796960,7036873,6238407,5655891,7469965,7691422,7091813,6908624
2021-11-01T08:10,6666128,8526903,6994793,5741297,8371985,6103225,8233206,8203056,8221507,7500161,7878967,7173429,8002728,7290596,7426401,7141965,7293761,4508327,7618224,7626671,7708742,8723820,8796439,8288105,8216581,8462087,7897665,8771330,6777055,6967204,8620869,7465690,7020852,6110203,5901793
2021-11-01T08:15,7331911,6349404,4593730,5663228,6392824,6409669,8303671,7242610,6448765,8117972,7481914,6916262,7416338,8367823,6859652,7485879,6404972,8440621,8203565,8174713,6306205,7763073,7443805,6329939,7365727,7658929,8783760,6375206,10537846,8000891,6291198,6814658,7579681,7762607,7546935
2021-11-01T08:20,7726192,7604450,7222741,5879088,8134672,7360972,8025549,8305856,8815928,6654015,8235121,6607044,7847107,8154008,7432384,9605753,8237212,8423820,6580062,9175063,5201677,5512793,4856745,7205115,9003985,7689915,5673211,8703640,10271366,8461423,7132050,7122280,6795815,10317132,5799435
2021-11-01T08:25,6674928,6572314,8117701,7292802,7374494,9841555,6294041,8292867,8117305,6672077,7797721,8746369,8777581,7092605,8545418,6985294,8421141,5516307,9112885,7739835,5117234,7778433,7136092,5973512,7719930,8276473,5561731,6169802,8396918,6552807,7734502,6777874,8365236,7054000,7907955
2021-11-01T08:30,7382534,8872111,9362650,8320447,6885721,7975067,7399499,7391803,8591916,7758187,6878196,6658527,7513986,6179711,8042590,5980532,9122627,7620736,7341978,6182599,6599563,7052176,8220878,6213581,6652901,6405575,7756312,8389888,5176225,7921504,7762463,8239391,6845069,7476428,7498192
2021-11-01T08:35,8182683,7678608,7548956,7270319,7797035,5317063,9119099,7473666,7644364,7174681,7107745,6021444,6629609,6002908,6385616,7117954,6106256,7602073,7846037,6866335,6444525,7197473,7115892,6659590,7677615,7256529,7567537,7301523,9066201,9140062,7114028,8839484,4504191,7863778,8196478
2021-11-01T08:40,8752702,6142617,9567439,9109478,6946055,7876021,7686883,7788793,8677469,8438799,8164473,7642439,7191087,8831597,8936799,7357345,9499543,8092412,7068890,5705715,8352122,9730646,7946015,8299374,5592411,7223744,7064477,6345838,8385097,7621264,7527548,7220423,8250863,6958376,6646430
2021-11-01T08:45,8371376,9085488,7090330,8269437,10525130,6718028,7478440,6502971,7440424,7889638,6769059,6959410,7390119,7006041,7358709,6693752,7603181,5968101,5898354,8350766,8763096,7781051,7371798,7192361,6741658,7218957,7120396,6917017,5853158,8653618,7056343,5920030,6369491,6928855,6450535
2021-11-01T08:50,7412218,7147825,7384757,8080989,6140433,6904990,8933590,7524976,7001060,8160069,7689310,5583223,6591133,6572389,8439110,7072227,6486414,7738628,8511509,5687888,9606136,7274778,6637782,8457679,6811530,6399040,6685585,6935408,7185752,9560460,8154077,7554859,7774802,7220914,7033506
2021-11-01T08:55,6709971,5294399,8194840,7908061,8527461,6574153,6499423,8454802,9150888,6318022,6841427,7332128,7585929,6800396,7665461,7673357,6553179,9149767,7846575,8308344,9143745,8963776,8193421,6354734,7820782,5221972,7064156,7382432,7090121,7180903,6860359,8581423,8303104,7906756,7839461
2021-11-01T09:00,6330827,7965926,8682065,8258332,6014183,8239127,6589843,7069937,6478949,7870727,8927403,6725254,6908943,6715352,9993460,7336619,5611245,7814570,7080255,6599754,7664778,7027722,7447951,8758663,5558434,7994073,7737779,7024180,7687394,8957623,8308578,5227620,9703854,7794623,5497912
2021-11-01T09:05,8327843,9995505,5907310,6275021,6195080,7726476,6076080,6541384,7824773,8247023,9074820,7525206,9034903,9262515,8322363,6778071,5124942,8433487,7030902,6272159,6028872,7617960,6093065,6196411,7661538,7362357,8465453,7569811,7032382,9824467,6041924,7039885,7031061,6786675,5872326
2021-11-01T09:10,8731753,6819291,8513695,7247464,7335006,6757346,8313564,6764854,7435294,6662021,7494268,6690498,7532684,6989923,6644400,6907880,7507302,6284570,6912964,8316707,7886985,6354610,7522386,6444758,7663200,7313203,9108767,8009404,8175984,8130350,8098017,8356794,6644679,5093637,5398910
2021-11-01T09:15,7519074,6349195,7827067,5677881,8451290,7495479,6535535,6837602,7406442,7505630,9081454,6993861,8290374,8812479,6495666,7882283,6785901,6900566,8862467,5907915,6487158,8012366,6979293,9554891,6153998,10069722,7078751,8351166,7858924,7327054,8052122,7478294,7220285,7438979,7917600
2021-11-01T09:20,7120567,6442693,8491670,7791143,7164753,7205659,6458904,5605383,9237368,7009585,7255105,7368416,7471364,8318107,6311170,7650076,9843728,6473418,9018823,8572054,8375864,6679554,10838039,7403976,9337817,7763131,7335462,6223763,8041915,8593538,8069253,7354573,8186539,6735017,6262320
2021-11-01T09:25,6916297,5216587,6797595,8715280,8384907,7329629,8299537,7702009,9971176,7157877,6288867,7696502,5991001,7580839,7263303,5762692,7148170,6022374,7935347,6393659,7535698,7585997,7619600,6312398,7128665,8286842,8342289,7197056,8276655,5673405,7754901,7386251,8085159,7651735,6274973
2021-11-01T09:30,9190483,6920015,6597928,6636996,9373510,7015556,9028018,7586676,7502820,5447093,6331380,8802790,7639182,8113207,6398464,6884034,6123886,6215963,10190496,8806827,7026650,8678720,9143883,8142659,7419451,6508001,7314945,6592122,7309700,6277835,8314750,6774963,8081699,8783555,6670991
2021-11-01T09:35,7781052,6582882,7963030,7663234,6052827,8281695,6087564,7385208,8151285,6847828,7698720,6577921,6597073,6145731,7219907,7148119,5909808,5971928,6974265,7788271,8566711,8120579,5169903,7163071,7451925,6888948,7664723,6996472,7954061,7474577,7039583,5849061,8820365,5457304,9068576
2021-11-01T09:40,7192012,6122218,8473898,10804724,7272179,6947888,6342673,7017543,8383972,5680140,8849684,6461056,7320073,7857268,7461210,7984240,5650967,6492514,7710116,6864134,8593299,7824908,5216487,7871727,6848647,7088852,10007076,6126283,8169798,6267913,8015506,7664780,6780579,7103958,6532014
2021-11-01T09:45,8158625,6394246,6862055,8215475,7506602,7837969,5778760,7363976,7850754,6899440,5967606,8567093,8778135,7061609,6705028,5831151,7632999,7056346,9016017,7852111,7218083,9478086,8209913,7199437,6286203,5472981,5463596,8769374,8052247,7434032,8320655,7110997,6474882,7744416,6803496
2021-11-01T09:50,6084131,8977646,7655340,7626668,7687129,7929823,7778046,6822026,8536119,4383444,7946527,8419097,8263071,8700808,7235331,6302211,4646708,7646784,8697808,6655568,7046442,8464874,7832036,7011932,7280724,7819460,7778179,7355306,6723914,7885379,8609894,6550855,4845805,6464228,9228909
2021-11-01T09:55,6788885,7489202,7344276,9001461,7154419,7614871,6373676,6693900,7362922,4906439,7348083,6578333,6102241,7860673,7445297,7350432,6590153,7798341,7647907,7284088,8105726,6333447,6124517,7643661,7729288,8102778,7118816,8434201,7389196,4523353,7045119,6166955,5626145,7171196,6649525
2021-11-01T10:00,7802305,8265384,6536802,7662421,5745358,7554386,9212057,7885073,8513647,7042871,5911487,6009669,6112591,5454035,6190485,8196015,9216127,7992107,5515338,8078263,8964915,6884652,6402548,7638969,8590230,5849536,7624127,7597117,8079603,5939248,9652595,7674827,8782093,8472840,6640849
2021-11-01T10:05,7721385,8478232,8223211,7116990,5864472,8845907,7414898,6005637,8403046,8242589,6874437,6895102,8793024,7149576,8404401,6936306,6699469,8606085,7683955,7817457,5884103,8210192,5852151,6551886,6458817,5360300,7037907,7859342,7781398,4450984,8991130,8108599,8349428,6787538,8209241
2021-11-01T10:10,5338943,8833474,7350545,9421056,7477604,5457262,6286262,6439599,7962070,7093355,6971046,5382745,6094320,7248250,6716692,6816906,7725281,8943387,7015032,6663956,6531509,8457139,7778004,8837740,6985820,7057959,7542643,5280016,7576476,5138869,7513334,7186292,7184659,8233273,6151964
2021-11-01T10:15,6577481,7268095,7301792,7734576,5899540,6443379,6234451,8988553,7182127,7967487,7258071,7231711,6209184,6965283,6143716,8146424,8170853,6545049,6486750,6400527,8452244,9446085,6334778,7348598,6986866,6623745,6184955,5665949,8674748,7941812,6055792,6718082,7686334,8178330,7317950
2021-11-01T10:20,6237533,6675287,9554609,9050333,4757170,7057202,8427774,9471560,6660425,9639540,6625205,7699248,7057567,6730999,8382264,7674522,8709978,6229819,8043721,7058555,6813026,7725577,8120105,7976514,6718447,6532347,6440720,6191593,5391315,8015964,5391824,7270615,6959946,7982675,8294202
2021-11-01T10:25,6020073,7071692,8063561,7020597,8597075,6958575,5845603,7190494,6511752,6528415,7979217,6801562,6380449,8101314,6362463,5901338,6648676,7098012,6611360,5933672,8218036,6029481,8577693,6806850,6871435,6364033,5988445,8438745,7977070,6203920,6381999,7225363,9463107,8792753,7568412
2021-11-01T10:30,4917513,7278853,6435439,5943591,5820633,7552913,6666050,8330113,5890003,7926131,7255157,7555875,7209126,7020946,5497118,7104351,7522449,8439451,7007528,7865625,6174251,5340433,7323037,8509650,8345610,8773697,7457540,8430008,6995514,7563688,6961053,8043551,7259681,7845532,6891315
2021-11-01T10:35,6785574,6555774,7322494,10021707,7607554,7444992,8087572,8209049,6791242,7945782,6741726,7264460,7857830,9134689,7585808,8003109,8266299,7518693,7001382,7227199,7096539,6579948,5388640,5869181,7648002,6707500,9043497,8027558,4228243,9574783,5982716,7249577,6621195,8016887,7926309
2021-11-01T10:40,8955702,6417558,6966030,6543928,8694761,7295847,5605827,7640992,6757442,6152447,7014332,7284494,6994944,7086808,6980871,7023394,7848156,7615084,6851160,8391770,7054594,8798690,8680333,8018537,7486890,7581961,8876973,7170771,7343114,7605397,8380406,7908141,6565146,6247811,8727677
2021-11-01T10:45,8425007,7633788,7981731,8086088,8637515,8098334,7873205,6133681,7851859,8694516,8576489,6935441,8869665,6468889,5642886,8013659,6773488,7912593,7115420,8453307,6394929,6515897,7949111,6238104,6805411,6348207,6884469,6503621,6212877,8019282,8520155,7456691,8612796,8831421,7704461
2021-11-01T10:50,8518938,6521542,8423450,6817648,7474600,7753466,8349418,8428537,7469333,6283181,7583320,6141718,7522221,8645782,7203539,9900329,6101533,8482173,5614298,7898515,8531908,7789817,8100766,6614869,7485925,7524052,7700051,9287065,6651545,7180652,5841731,6430256,8932839,6355468,7069626
2021-11-01T10:55,6856222,7643660,7717726,7925128,6313013,8101221,6962413,7619000,7310971,6548955,5593332,6966963,9131994,7256670,6231859,9567399,6159720,9070179,8503889,5613101,8054805,5851473,6119709,8137518,8274160,6729278,7923589,8120373,8020382,7059612,9571809,8163164,6335107,6938468,7984810
2021-11-01T11:00,6260736,7948813,6418352,5871397,7728351,6977906,5411052,8900974,7016128,7236856,7472468,7222635,5675690,5419836,6004710,6738035,6135754,7572214,8402555,7901351,5307831,6775010,5552604,10061082,7473457,7025881,7281737,5810782,7518313,8913578,7461590,6250432,6468706,6839750,7675141
2021-11-01T11:05,7744849,8668074,6366953,7470679,8612052,8745465,9421324,6588039,5521644,6538783,8628015,7381313,7031947,7495005,6771881,7465286,7526102,8683282,6220163,7864947,6918431,7018909,8152921,7838263,6711606,8330363,8285307,8125682,6003136,8299114,6233609,8100348,5677284,7164023,7321740
2021-11-01T11:10,8717949,7625352,6978463,9404583,7840069,6566592,6355236,8910916,8946691,9496979,10149242,7553183,7093520,9448775,6876664,8018544,8055385,5411904,7816394,6546898,7916651,7743694,6516413,5655964,7748257,6560448,8473930,7614525,6963558,8815864,7139971,9374251,7280403,7253379,7200713
2021-11-01T11:15,7903470,6124606,7539585,7155999,6717496,7910003,8222591,8107898,6310383,9094268,6006234,8977739,7371132,7303684,8456526,8166150,9305424,6328146,7606890,6357406,6969712,6545607,7578704,7136941,8869861,7509476,7805185,6761095,9802523,5952687,6471988,7132971,6938912,6065277,7179147
2021-11-01T11:20,6887488,5874437,6330681,7267230,6561234,8186376,7039838,7687710,7658987,7601683,6549879,8521237,6531442,8266640,7338208,6291785,6281939,8236033,6727584,8865817,7308988,7234923,8126837,7207206,7601662,5746417,8411112,7830582,6700114,6613137,8665275,9483397,5525386,7647116,5988330
2021-11-01T11:25,6845739,8350796,6447384,7930239,7266894,8974041,7666389,7542907,10256363,6491817,7429227,8498267,8649470,8417910,6846859,6445409,8026839,8544807,6766304,7674337,8450219,10137400,7849149,8360006,7975359,7706870,6514210,7880365,6322509,8074223,7179757,8741808,7762815,9093250,7925535
2021-11-01T11:30,6191313,8197508,7473018,6927165,6159571,6884750,8421362,9430202,9823642,9074067,9259617,4931126,7529723,7411683,6392288,8256389,7136935,7041266,10767801,7914968,7461560,7014974,7634524,7747005,6702936,7140168,8323830,6398810,7510528,6432771,7370779,7116414,8136948,7913775,5382816
2021-11-01T11:35,8186559,7809581,7114121,8478270,6098958,6339286,7013662,8300208,8658142,7391683,6997055,7760469,8166837,8585735,7426698,8814367,6335626,7396588,7045354,9041384,6553162,10151042,9144470,7888860,6937717,5282299,6999608,9590148,7125044,8082745,8582030,6105547,8157287,7293840,6929210
2021-11-01T11:40,6739543,7688593,7010598,8799739,8998330,8122781,6892039,8909808,9417506,5207969,6454551,5392039,6540595,7987536,7287492,8758746,7690169,8840493,6061231,7237324,5250609,8995672,6909828,8943820,9881119,7639401,7737271,5872100,6011451,7738070,6712767,7096932,6906812,8333041,7882954
2021-11-01T11:45,8074910,6710882,6506825,9085362,8496125,6337775,6821486,8869986,6786048,5761417,8219734,8342396,6623687,9856742,8719704,6669830,7114937,6756437,7198518,7584758,8415128,7730860,7499047,8065059,7020798,8054908,6212956,7421631,7024911,8123441,6987232,7270868,6786133,7131865,7028467
2021-11-01T11:50,8839863,7214175,6619978,7503489,6494577,7454870,8510431,7596731,7388588,7631580,7888601,7934397,6666449,5865704,7254870,7215569,8398719,6768851,6888942,7162040,6881092,6974244,6193173,8151159,5808401,7549658,6654237,5459134,7869346,6242442,6491950,6439068,9051397,6933534,7272053
2021-11-01T11:55,8098519,8573222,7087115,8217886,7325890,7032088,7946144,7153296,8860048,7316605,7700900,8022591,8661325,5729499,7534770,7871720,5708366,8378910,8221407,6785827,7385410,7791709,6625514,7368598,5790250,6947868,7604472,7844121,7449389,8355456,9766798,7764378,8658300,7642157,6319610
2021-11-01T12:00,7083602,6390994,7658001,6156212,6311767,9023237,9476829,8449917,9479889,7189717,7127347,6556320,6854142,9547630,6884578,8762329,4559208,7446758,4776993,8926068,8608395,7202243,6500360,7066760,7584647,6975831,7887197,6437496,7957483,7030875,7286783,7982851,7167378,8542338,7298038
2021-11-01T12:05,7998166,9689228,8448004,8483799,7082975,4809782,7425881,7677965,7930162,5561652,6936042,6267610,8592400,8280104,8981616,7799542,7464774,6446589,7347253,7414967,7362139,7598505,6727476,8001509,6731426,7695677,5566900,7591249,6698045,6404565,6646646,6993529,5761909,8449801,7083124
2021-11-01T12:10,6245167,7513713,9559126,8733918,6056293,5679014,7655762,6776662,8136282,8059313,8001681,6534230,7007588,9233069,6164895,9594151,8442736,8582062,7672550,7627287,9212712,6862707,9241646,8123832,4862122,6512089,5919279,8324440,8816030,8874646,6670678,8162390,6135069,6915431,7421679
2021-11-01T12:15,8535234,7408279,7810642,6360055,5518764,6978806,9264609,5580876,7942135,8534371,8379750,7150628,8529789,6857208,7800669,5982491,6997190,8232103,7467320,6028764,6671822,9042668,8340693,6633338,6746991,7633915,8514576,8023905,6310030,7427934,9236011,6728156,8034973,7752426,4599433
2021-11-01T12:20,8156772,7780811,8746326,8395583,6962870,6515680,7407653,8054506,7314837,6211163,8742744,9347925,8942528,6481451,6595158,7586222,7862930,6631218,5973407,6584976,6752969,7771394,6400077,6638182,7035189,6303954,8683082,6042595,8786866,8709215,6675673,6221073,6833774,7266297,7196664
2021-11-01T12:25,6833479,8056380,7935486,6466694,8550424,6842071,6703119,7390807,5138994,7813601,7004889,8888368,8177828,7815340,6362180,8725755,9660529,6832640,7907416,8538805,5667867,5533600,6972938,7859186,8304306,7143561,7253403,5873958,6079587,6327086,7585562,6928847,5897156,7412363,5830784
2021-11-01T12:30,9200381,4867980,8554398,7746855,8642108,8278216,7151791,7240171,7604681,6797280,5821048,7791758,9381567,5983207,6030133,7103446,7454646,7292067,6344782,9895013,6864240,9189319,8408055,5806879,5634038,6924946,8068593,5676577,7376066,5466114,7299811,8326978,5939727,7331864,8288824
2021-11-01T12:35,7987672,7266243,7613745,9830268,6528552,7857297,6878742,6200228,10870143,4828891,6662625,7920464,6607457,7567537,8872314,7574838,5963842,9665607,7783817,9413333,9620819,6605911,7587217,7314060,8037551,8019905,6184888,8027332,7178914,9142996,7551291,8189676,8876985,6859279,6948664
